unidade;ano;mes;media_permanencia
CSSFE;2021,0;9,0;8,326530612244898
CSSFE;2021,0;10,0;7,775510204081633
CSSFE;2021,0;11,0;7,45
CSSFE;2021,0;12,0;8,6
CSSFE;2022,0;1,0;6,595238095238095
CSSFE;2022,0;2,0;14,588235294117647
CSSFE;2022,0;3,0;8,352941176470589
CSSFE;2022,0;4,0;8,613636363636363
CSSFE;2022,0;5,0;9,720930232558139
CSSFE;2022,0;6,0;8,8125
CSSFE;2022,0;7,0;10,204545454545455
CSSFE;2022,0;8,0;7,737704918032787
CSSFE;2022,0;9,0;8,795454545454545
CSSFE;2022,0;10,0;11,166666666666666
CSSFE;2022,0;11,0;13,88888888888889
CSSFE;2022,0;12,0;8,814814814814815
CSSFE;2023,0;1,0;17,08695652173913
CSSFE;2023,0;2,0;11,257142857142858
CSSFE;2023,0;3,0;16,85185185185185
CSSFE;2023,0;4,0;21,05
CSSFE;2023,0;5,0;15,153846153846153
CSSFE;2023,0;6,0;32,666666666666664
CSSFE;2023,0;7,0;31,714285714285715
CSSFE;2023,0;8,0;21,05263157894737
CSSFE;2023,0;9,0;24,928571428571427
CSSFE;2023,0;10,0;24,705882352941178
CSSFE;2023,0;11,0;4,666666666666667
CSSFE;2023,0;12,0;34,888888888888886
CSSFE;2024,0;1,0;35,083333333333336
CSSFE;2024,0;2,0;27,466666666666665
CSSFE;2024,0;3,0;19,523809523809526
CSSFE;2024,0;4,0;14,966666666666667
CSSFE;2024,0;5,0;23,055555555555557
CSSFE;2024,0;6,0;29,076923076923077
CSSFE;2024,0;7,0;21,0
CSSFE;2024,0;8,0;39,72727272727273
CSSFE;2024,0;9,0;23,0625
CSSFE;2024,0;10,0;35,18181818181818
CSSFE;2024,0;11,0;25,75
CSSFE;2024,0;12,0;27,333333333333332
CSSFE;2025,0;1,0;40,22222222222222
CSSFE;2025,0;2,0;6,454545454545454
CSSI;2019,0;1,0;4,699115044247788
CSSI;2019,0;2,0;6,285714285714286
CSSI;2019,0;3,0;6,478260869565218
CSSI;2019,0;4,0;7,076923076923077
CSSI;2019,0;5,0;5,956140350877193
CSSI;2019,0;6,0;5,967741935483871
